age,department,job_level,monthly_income,years_at_company,work_life_balance,job_involvement,satisfaction_class
37,Finance,3,11816,8,3,4,1
55,Engineering,5,5175,21,3,2,0
26,HR,3,11737,17,2,4,1
40,Engineering,4,8224,9,1,4,1
33,Engineering,4,4195,6,3,3,1
33,HR,3,5069,28,4,3,1
35,HR,4,6358,15,4,3,1
46,Engineering,4,5438,23,4,1,0
57,HR,3,11808,24,1,1,0
47,Sales,5,7244,13,3,4,1
58,HR,4,6343,21,1,1,0
33,HR,4,4811,22,3,2,0
48,Engineering,4,3171,12,1,3,0
32,Sales,4,7142,13,3,1,0
31,Marketing,3,3625,7,4,4,1
42,Marketing,5,8906,23,3,3,1
27,Finance,5,10983,18,1,1,0
52,HR,1,7063,14,3,3,1
30,HR,4,11644,11,2,1,0
45,Sales,4,11142,28,3,4,1
52,Marketing,1,3753,14,4,1,0
25,Finance,5,9851,17,3,1,0
45,Sales,2,8104,24,2,1,0
59,HR,2,10343,21,2,3,1
37,Marketing,5,9926,26,2,1,0
34,Finance,4,9827,2,1,1,0
34,Engineering,2,11359,19,2,1,0
37,Marketing,3,6685,16,1,3,0
48,Finance,3,11277,22,2,4,1
26,Sales,1,4982,10,1,4,0
46,Engineering,5,7944,22,2,4,1
41,Finance,5,10892,8,2,1,0
38,Finance,2,11191,21,3,3,1
34,HR,4,11633,5,2,4,1
59,Marketing,5,11462,7,3,4,1
49,HR,2,3343,26,2,4,1
27,Engineering,2,6081,13,2,2,0
41,Finance,5,9637,16,3,3,1
36,HR,2,5291,5,3,2,0
48,Marketing,1,4532,16,1,1,0
53,Engineering,1,7362,15,4,4,1
49,Sales,5,4653,9,3,1,0
50,HR,4,7988,22,1,3,0
25,Engineering,1,9344,23,2,1,0
44,Sales,1,11430,12,3,1,0
52,HR,5,4438,8,3,4,1
40,Engineering,3,6016,13,2,3,0
41,Engineering,2,11166,5,2,1,0
52,HR,1,9389,14,2,2,0
36,Engineering,3,8977,16,2,4,1
51,Finance,4,6079,11,4,2,1
54,HR,3,9295,20,3,4,1
58,Engineering,5,5258,12,2,1,0
30,Sales,4,11558,15,2,4,1
31,Sales,4,5991,24,4,1,0
56,Finance,3,6741,12,3,2,0
56,HR,5,3085,26,1,1,0
49,Engineering,1,5493,9,3,4,1
57,Engineering,3,9447,1,1,4,1
31,Sales,1,11323,3,4,4,1
36,Finance,3,10588,12,2,2,0
40,Sales,1,3903,20,4,3,1
40,Sales,3,8083,13,3,2,1
37,Finance,4,9190,23,2,1,0
31,HR,2,5804,6,3,1,0
33,Engineering,4,4226,10,1,2,0
56,HR,1,4284,10,3,2,0
35,Marketing,5,3689,16,4,1,0
32,Marketing,4,8143,27,4,1,0
57,Marketing,2,7782,1,4,1,1
47,Finance,1,7881,16,2,3,0
49,Sales,4,7507,4,3,3,1
32,HR,3,4996,6,2,2,0
46,Engineering,5,7381,19,3,2,1
28,Marketing,1,10680,2,1,3,0
27,HR,4,3429,18,3,4,1
53,Marketing,1,8700,10,3,3,1
53,Marketing,3,6781,28,3,2,0
58,Engineering,2,11794,28,3,3,1
58,Finance,4,11631,4,1,4,1
52,Sales,1,8468,29,2,2,0
37,Finance,1,7507,1,4,1,1
39,HR,1,3527,15,3,2,0
47,Finance,2,5996,10,4,3,1
50,HR,1,6467,18,4,3,1
28,HR,5,4361,16,4,4,1
50,Sales,5,9817,13,4,3,1
33,Engineering,1,3703,26,3,4,1
29,Sales,5,3662,15,4,2,1
56,Finance,4,11556,2,3,3,1
44,HR,5,9256,20,1,2,0
35,Marketing,1,11367,4,2,1,0
39,Marketing,3,8297,1,2,1,0
56,HR,4,11573,7,3,4,1
52,Sales,2,8378,23,3,3,1
46,Engineering,1,3305,26,2,2,0
41,Sales,2,8497,11,4,2,1
50,HR,3,7697,26,3,3,1
31,HR,2,5390,10,4,2,1
50,Engineering,1,10222,1,3,3,1
49,Finance,1,10933,11,3,3,1
34,Finance,3,4465,24,1,1,0
43,Engineering,1,10852,10,1,3,0
35,Finance,3,3402,14,2,2,0
37,Marketing,3,9940,14,1,3,0
32,Finance,1,5670,7,1,1,0
28,Finance,5,11095,23,2,1,0
55,Finance,3,11368,11,4,4,1
52,Marketing,1,7544,22,1,2,0
35,Finance,5,11934,28,4,3,1
25,Marketing,3,8660,4,2,2,0
48,Engineering,5,9074,27,3,2,1
55,Sales,4,5348,24,4,3,1
50,Engineering,4,9850,2,2,1,0
29,Sales,5,7402,7,4,2,1
44,Engineering,3,3750,19,2,4,1
35,Sales,1,7062,14,2,2,0
57,Sales,2,10434,19,3,1,0
51,HR,1,11405,7,4,4,1
58,Sales,2,4617,12,3,4,1
39,Sales,2,5530,3,3,4,1
56,HR,3,6333,15,4,4,1
45,Finance,5,10234,5,4,3,1
29,Finance,1,8768,8,2,3,1
30,HR,5,10707,14,4,3,1
46,Marketing,4,3511,29,2,4,1
42,Sales,3,8082,4,2,1,0
38,Sales,3,9860,7,2,2,0
34,HR,4,3252,7,2,4,1
37,HR,1,7133,18,2,1,0
55,Marketing,4,11820,14,2,2,0
54,Finance,1,6476,8,4,4,1
27,Engineering,2,4725,26,4,2,1
54,Finance,3,5093,12,1,3,0
30,Sales,1,4701,10,4,3,1
53,HR,5,11496,14,3,3,1
32,Marketing,5,8834,9,1,1,0
57,Finance,3,7340,6,4,3,1
41,Marketing,4,5807,5,3,1,0
35,Finance,4,9301,1,4,3,1
37,Sales,1,10572,1,2,3,1
35,Engineering,4,4024,25,1,3,0
55,Marketing,3,5975,20,2,1,0
52,Marketing,1,11698,17,1,2,0
30,Engineering,2,7856,11,1,1,0
40,Marketing,4,9724,26,2,4,1
28,Marketing,4,5567,12,1,4,0
59,Finance,1,7587,3,1,1,0
50,Finance,5,7922,6,4,1,1
36,Engineering,4,8046,11,3,2,1
35,Sales,3,5894,29,2,1,0
49,Marketing,4,10203,13,4,3,1
42,Sales,2,10478,11,4,2,1
43,Engineering,4,8274,8,2,1,0
47,Engineering,5,6613,29,1,1,0
42,Finance,4,3038,10,2,4,1
50,Marketing,1,6084,2,3,2,0
30,HR,4,9265,24,3,4,1
28,Engineering,5,9598,14,2,1,0
53,Marketing,1,5415,29,4,2,1
58,Sales,3,3758,16,2,3,0
41,Finance,1,7342,17,3,1,0
40,Sales,2,10066,11,2,1,0
26,Engineering,1,6116,2,1,4,0
58,Engineering,3,3764,24,2,3,0
32,Sales,4,7029,23,4,1,0
37,Engineering,1,9445,5,1,4,1
32,Marketing,1,10443,29,3,4,1
54,Engineering,1,4317,16,2,1,0
56,Finance,1,3700,16,4,2,1
54,Marketing,3,10527,26,4,1,1
25,HR,5,7383,2,3,3,1
41,Engineering,5,4593,16,2,1,0
44,Engineering,1,7145,25,4,2,1
48,Finance,3,9707,5,1,4,1
46,Finance,3,9997,8,2,3,1
53,Sales,1,10026,29,3,3,1
46,Sales,2,5612,20,1,3,0
33,Sales,1,10399,14,2,3,1
34,Finance,2,4908,25,4,2,1
52,Sales,1,9954,10,3,2,1
52,Sales,2,4790,23,3,2,0
45,HR,2,11168,2,2,2,0
48,Sales,1,5928,3,3,4,1
26,Engineering,2,10681,18,1,1,0
32,Finance,4,8251,21,2,2,0
51,Marketing,5,7127,2,1,1,0
46,HR,3,7963,21,3,3,1
51,Finance,2,8311,29,3,4,1
53,Finance,2,11792,9,3,4,1
27,Engineering,3,5025,2,1,1,0
37,Sales,2,10815,25,3,1,0
34,Engineering,3,3987,7,2,1,0
33,Sales,1,8310,7,4,4,1
51,Sales,4,4965,14,2,2,0
58,Finance,4,10316,5,4,4,1
25,Sales,5,3868,8,3,2,0
56,HR,2,5063,23,2,3,0
49,HR,5,4129,22,1,2,0
53,HR,1,7378,18,4,1,0
31,Finance,4,8154,6,1,2,0
27,Engineering,1,9256,14,4,2,1
44,Marketing,1,9451,18,3,4,1
44,Sales,2,4934,17,2,1,0
54,Marketing,1,4076,9,4,3,1
59,Engineering,4,8200,13,2,2,0
59,Engineering,5,4639,16,4,3,1
51,Finance,4,9385,21,4,1,1
50,HR,2,11222,10,3,2,1
38,HR,4,10996,10,4,4,1
41,Engineering,3,3703,4,1,3,0
42,Finance,5,8480,12,4,4,1
53,Finance,3,11424,27,4,3,1
44,Sales,3,10777,8,4,1,1
51,HR,2,8362,15,3,2,0
42,Engineering,1,3950,21,2,3,0
28,Marketing,3,11250,23,2,4,1
25,HR,4,5818,19,3,3,1
25,Sales,1,6600,15,1,3,0
50,Finance,4,11493,8,1,3,0
44,Engineering,4,10845,8,3,3,1
47,HR,1,5944,19,2,3,0
34,Marketing,1,9255,9,1,3,0
35,Sales,4,10580,24,3,4,1
29,Sales,2,11508,17,2,3,1
25,HR,5,8264,8,1,3,0
41,Marketing,5,10518,12,1,3,0
46,Sales,2,11122,27,3,2,1
58,Engineering,1,4178,15,2,1,0
53,Sales,4,6855,4,1,1,0
28,Marketing,5,11523,6,3,1,0
29,Finance,4,9037,29,1,4,1
35,Finance,2,3527,16,2,4,1
45,HR,4,5059,26,4,4,1
59,Marketing,2,3211,25,1,3,0
36,Sales,1,4714,5,2,1,0
50,Sales,2,5688,23,1,3,0
43,Finance,2,6266,13,4,2,1
31,Finance,5,8149,15,4,1,1
31,Engineering,4,4332,17,1,2,0
50,Finance,5,9820,25,3,2,1
29,Engineering,3,8891,22,1,3,0
45,Sales,2,7686,27,2,1,0
38,Engineering,3,7091,20,3,2,0
28,Engineering,5,3443,22,2,1,0
47,HR,4,3926,5,2,2,0
44,Finance,5,9246,19,3,2,1
39,Engineering,4,3622,7,4,3,1
53,Sales,4,6037,3,2,1,0
32,Marketing,1,3233,13,1,3,0
43,Engineering,2,5691,14,4,3,1
52,Finance,5,10402,16,4,3,1
51,HR,4,3386,13,3,3,1
28,Sales,5,4634,2,1,3,0
39,HR,5,11110,14,1,2,0
59,Marketing,4,7133,20,4,1,0
25,Engineering,3,8581,7,2,1,0
27,Engineering,2,4967,5,2,3,0
48,Finance,2,8568,14,1,1,0
51,Engineering,1,10284,9,4,2,1
58,Sales,1,11432,10,4,3,1
53,Marketing,1,8145,7,4,4,1
48,HR,2,8767,28,3,4,1
48,Marketing,3,11753,14,1,2,0
28,Engineering,2,4999,25,1,2,0
27,HR,2,7901,14,2,4,1
58,Finance,2,5779,25,2,3,0
47,Marketing,2,9192,28,1,2,0
47,HR,3,4677,2,1,4,0
29,HR,1,7177,17,2,3,0
55,HR,5,10211,27,1,2,0
30,Sales,1,10873,20,2,1,0
34,Marketing,1,6841,4,1,1,0
31,HR,5,10098,13,3,1,0
45,Marketing,2,9416,18,3,3,1
44,HR,3,7885,3,4,2,1
27,Finance,3,3594,19,1,4,0
46,Finance,1,5612,5,2,2,0
28,Finance,5,9359,1,1,1,0
52,Engineering,4,4496,9,1,1,0
36,HR,2,6555,24,4,3,1
29,Engineering,1,7861,8,2,4,1
37,Marketing,3,7766,3,1,3,0
47,Engineering,5,6358,2,2,4,1
54,Marketing,5,3914,1,1,2,0
49,Marketing,1,4844,12,4,3,1
51,Marketing,4,4995,22,2,3,0
38,Engineering,3,10625,13,1,3,0
40,HR,1,3094,10,3,1,0
46,Engineering,4,11684,17,2,1,0
45,HR,5,6069,11,4,4,1
45,HR,2,3149,5,3,2,0
32,Marketing,3,4046,25,2,3,0
40,Engineering,3,5803,27,2,1,0
55,HR,4,8334,9,2,3,1
34,Finance,1,11590,13,2,4,1
56,HR,5,7476,28,1,4,0
58,Finance,4,10276,20,1,2,0
33,Engineering,2,3551,23,2,4,1
41,Engineering,2,11486,11,4,3,1
35,Engineering,2,4143,23,1,2,0
56,HR,4,3455,4,2,2,0
34,Sales,5,11360,21,2,1,0
46,HR,3,4946,11,4,3,1
41,HR,1,9115,9,4,4,1
28,Marketing,3,10310,7,4,1,1
49,Marketing,5,9180,16,3,3,1
45,HR,3,8817,23,2,3,0
25,Finance,4,8380,26,4,2,1
49,Marketing,2,9374,23,2,2,0
41,HR,5,11445,25,1,3,0
48,Sales,5,11070,5,2,1,0
26,Finance,3,4320,6,2,2,0
39,Engineering,4,10123,19,3,2,1
56,HR,3,9153,1,1,3,0
30,HR,3,9589,27,1,3,0
25,Finance,5,6607,16,3,2,1
47,Marketing,3,3400,28,4,1,0
41,Marketing,2,9042,18,4,2,1
58,Marketing,3,3362,24,2,3,0
53,Engineering,2,6851,13,3,2,0
33,Finance,5,6412,1,4,3,1
37,Finance,4,3084,10,1,2,0
30,Marketing,2,4824,7,3,3,1
30,Marketing,4,11499,5,4,3,1
44,Sales,4,11822,13,1,1,0
27,Sales,2,7775,22,3,3,1
41,HR,5,10868,16,2,2,0
36,HR,1,10619,24,2,3,0
25,Finance,4,10418,20,1,4,1
41,Finance,4,5371,22,4,2,1
27,Engineering,5,10068,14,4,1,1
50,Engineering,5,6300,11,3,2,1
39,Sales,3,8821,19,1,1,0
56,HR,5,10803,23,4,4,1
56,Sales,4,10464,2,2,1,0
28,Sales,2,3726,28,1,3,0
42,HR,1,10121,8,2,4,1
43,Engineering,3,7312,13,1,4,0
59,HR,2,11000,7,3,1,0
38,Marketing,1,7543,12,4,2,1
57,Marketing,1,11014,28,4,1,0
38,Marketing,1,3318,8,4,1,0
58,Finance,2,6475,16,2,4,1
28,Engineering,3,8153,18,4,3,1
48,Engineering,3,7134,19,1,2,0
53,Finance,1,4602,28,2,1,0
43,Sales,2,5256,4,3,3,1
30,Marketing,1,10319,28,2,3,0
57,Marketing,5,10532,25,3,2,1
43,Sales,3,10366,28,2,3,1
25,HR,4,5648,12,4,1,0
29,HR,1,9903,16,3,4,1
51,Engineering,5,4858,21,4,3,1
40,Finance,3,4102,22,2,4,1
30,Engineering,2,5481,17,3,2,0
37,HR,3,4820,4,1,2,0
59,Sales,2,6158,20,1,3,0
43,Engineering,2,6684,26,2,4,1
36,Marketing,1,10411,24,3,1,0
40,Marketing,1,6651,24,1,4,0
34,Sales,3,10707,26,4,3,1
49,HR,5,11461,22,4,4,1
44,Marketing,3,11107,24,2,4,1
55,Marketing,4,9881,9,4,2,1
28,Finance,2,9220,5,4,3,1
47,Engineering,2,7830,17,4,4,1
26,HR,1,7979,17,1,3,0
46,Engineering,5,10334,2,3,1,0
32,HR,1,6775,2,2,3,0
31,Marketing,4,3648,21,3,1,0
38,Finance,3,3016,23,3,3,1
27,Engineering,3,11308,7,3,3,1
40,Marketing,5,9476,4,1,4,1
43,HR,1,8942,13,4,4,1
42,Engineering,1,4545,20,2,1,0
40,Engineering,4,5693,11,3,1,0
32,Marketing,3,10599,26,4,2,1
57,Engineering,1,7089,3,1,4,0
36,Finance,5,9259,27,3,1,0
35,Finance,3,8058,2,4,4,1
29,Marketing,4,6240,16,1,3,0
51,HR,5,7942,3,4,2,1
36,Marketing,2,6788,24,2,4,1
41,Finance,4,9953,15,4,4,1
30,Sales,5,3371,17,4,4,1
57,Sales,1,10020,16,2,4,1
29,Engineering,2,10120,20,2,1,0
52,Engineering,4,8702,7,4,1,1
38,Sales,1,11347,16,2,2,0
29,Finance,2,5661,5,4,3,1
57,Engineering,3,10180,2,3,3,1
43,Marketing,1,9651,1,4,2,1
46,Marketing,5,11656,22,1,3,0
29,Finance,4,7878,29,2,1,0
26,Engineering,2,7315,13,3,4,1
54,Marketing,1,9158,16,2,3,0
28,Engineering,3,11308,5,2,4,1
57,Engineering,4,9474,3,2,4,1
37,Marketing,4,4374,27,1,1,0
44,Sales,1,10393,27,1,4,0
31,Marketing,3,7403,15,4,3,1
39,Finance,2,6546,16,1,1,0
47,HR,1,6977,11,2,2,0
38,Marketing,2,6411,25,3,1,0
47,Engineering,4,11988,19,3,3,1
43,Engineering,2,6892,18,3,1,0
53,Marketing,3,10324,21,2,3,1
44,HR,5,11342,9,1,3,0
53,Marketing,3,6249,8,3,1,0
48,HR,2,3111,22,2,3,0
42,HR,1,3682,19,2,2,0
34,Finance,4,4161,22,3,3,1
32,Engineering,5,10400,5,3,2,1
50,Engineering,1,5379,17,4,2,1
53,HR,1,8426,5,4,3,1
34,Engineering,3,11352,14,2,4,1
41,Sales,2,4425,7,4,2,1
26,HR,3,6661,9,4,2,1
30,Engineering,2,11469,28,3,1,0
29,Sales,3,10040,17,4,2,1
52,Finance,1,7592,3,2,2,0
29,Engineering,4,10530,8,3,2,1
42,Sales,2,6107,22,4,2,1
50,Marketing,5,3302,13,4,4,1
44,Marketing,5,7533,16,4,2,1
51,Sales,1,5773,21,1,3,0
36,HR,3,10199,29,4,4,1
31,HR,3,7281,10,4,2,1
27,Engineering,1,7768,18,2,3,0
34,Marketing,5,4000,3,4,3,1
58,HR,5,4718,12,1,4,0
49,HR,3,10169,16,3,4,1
59,Marketing,2,10361,18,4,3,1
40,Finance,4,6830,17,4,4,1
26,HR,2,10154,7,2,4,1
48,Sales,5,8020,19,4,1,1
34,Engineering,2,5882,23,4,4,1
46,HR,4,3998,28,4,1,0
50,HR,2,3284,23,4,4,1
51,Finance,2,11612,8,3,4,1
53,Sales,2,5160,17,2,3,0
44,Engineering,2,6065,21,3,1,0
51,HR,1,4494,26,1,4,0
44,Engineering,5,7623,25,4,2,1
43,Marketing,4,5543,28,1,4,0
44,HR,5,7800,27,3,3,1
59,HR,1,11913,7,1,3,0
26,Marketing,1,4401,1,4,3,1
54,Finance,1,3445,8,1,1,0
58,HR,1,7522,19,3,1,0
46,Engineering,2,6767,29,4,1,0
27,Sales,5,5551,20,2,2,0
30,Engineering,3,8646,20,3,1,0
39,Finance,4,6888,10,4,3,1
51,Sales,1,7816,12,2,1,0
34,Engineering,5,5731,24,1,1,0
33,Engineering,1,10699,1,1,4,1
57,Marketing,1,5629,24,1,1,0
56,Finance,1,10687,25,4,4,1
30,Marketing,1,4057,25,1,1,0
26,Sales,1,9834,21,1,4,0
53,Marketing,4,11949,4,2,3,1
28,Finance,5,4795,4,2,1,0
25,HR,1,7849,9,2,3,0
43,HR,1,11215,15,4,1,1
50,Sales,1,7150,24,3,2,0
49,HR,1,9947,26,1,2,0
34,Marketing,2,9470,15,1,3,0
39,Sales,2,10179,26,4,3,1
46,Finance,3,6712,28,1,2,0
45,Sales,1,8458,7,4,2,1
46,Sales,3,8315,12,4,4,1
58,Engineering,4,8381,3,4,1,1
54,Engineering,3,6174,20,3,2,0
49,Sales,5,9387,9,4,3,1
52,HR,2,11973,14,3,3,1
25,Engineering,2,9767,13,3,2,1
28,Finance,1,3566,24,1,3,0
31,Marketing,1,7622,28,2,1,0
33,Engineering,4,7132,12,3,4,1
43,Sales,4,11830,1,3,1,0
25,HR,5,9995,19,2,4,1
34,Marketing,1,7167,16,3,4,1
33,Engineering,1,5670,12,2,2,0
56,HR,4,11296,10,1,3,0
56,HR,4,4682,2,4,4,1
30,HR,4,11490,18,2,2,0
41,Sales,2,3770,13,4,3,1
34,Finance,3,6854,29,2,3,0
51,HR,3,6118,24,4,4,1
59,Marketing,1,5132,6,1,3,0
45,Engineering,2,10225,12,3,1,0
49,Marketing,4,3990,28,1,3,0
52,Sales,1,3710,28,3,1,0
39,Sales,2,7304,29,4,3,1
28,Marketing,5,8367,22,4,4,1
53,Finance,2,3038,4,3,4,1
33,Sales,1,4275,1,2,2,0
51,Sales,3,10069,11,1,1,0
50,Marketing,4,7857,23,2,1,0
43,Sales,5,4436,8,4,4,1
52,Finance,2,5099,2,1,4,0
41,Finance,1,11565,2,1,4,1
44,Finance,1,10693,16,2,1,0
47,Engineering,4,7251,1,3,2,1
56,Finance,1,7025,4,3,1,0
57,Finance,1,9212,6,1,4,1
29,Engineering,4,6234,21,3,2,0
58,HR,5,10662,20,4,3,1
35,Sales,3,10550,14,2,3,1
27,Finance,3,6123,20,2,4,1
57,Sales,2,3653,26,2,2,0
35,Marketing,5,7158,15,1,4,1
40,Sales,2,11700,7,1,1,0
42,Engineering,3,8543,7,3,1,0
54,Sales,4,5197,18,2,2,0
34,Sales,1,6911,29,4,4,1
42,Sales,3,8235,23,4,4,1
43,HR,5,7799,2,2,3,1
37,HR,3,11707,20,1,2,0
27,Marketing,5,8360,15,1,4,1
34,Engineering,5,11221,1,1,1,0
25,Sales,5,3325,21,4,4,1
51,Sales,2,6766,17,2,4,1
32,Sales,4,7111,20,4,1,0
41,Sales,3,11302,29,2,1,0
33,HR,4,10015,25,4,4,1
30,Marketing,1,9856,13,4,1,1
49,Finance,3,3106,12,3,3,1
52,Engineering,4,5426,24,4,3,1
57,Sales,4,7378,22,2,3,0
33,Marketing,1,7364,15,4,1,0
42,Finance,5,5531,24,3,1,0
45,Marketing,3,9810,5,3,1,0
26,HR,3,8316,7,2,2,0
39,Finance,1,8362,8,3,1,0
52,Marketing,5,7693,23,3,3,1
42,HR,3,11990,14,1,3,0
58,Marketing,3,8268,4,2,3,1
46,Marketing,3,5011,21,3,2,0
35,Finance,5,3425,29,3,4,1
37,HR,1,6044,14,3,3,1
28,Sales,3,9229,10,2,2,0
46,Engineering,4,4239,22,1,4,0
31,Finance,5,9566,28,4,2,1
48,HR,2,6391,16,1,2,0
28,Marketing,1,7213,11,2,4,1
52,HR,4,6997,22,2,1,0
39,Engineering,3,6006,29,2,1,0
25,Engineering,2,10025,25,4,3,1
27,Sales,1,6039,26,2,4,1
38,Sales,5,9558,14,1,3,0
25,Engineering,2,11790,14,3,2,1
45,Finance,2,4184,2,3,1,0
53,Finance,4,5584,22,2,3,0
29,Marketing,1,11102,13,2,3,1
34,Sales,4,10116,3,4,1,1
52,Marketing,4,7383,18,3,2,1
45,Sales,3,6936,22,4,3,1
31,Engineering,5,4699,4,4,3,1
27,Finance,2,7507,21,4,4,1
44,Finance,1,3135,21,4,4,1
43,Engineering,5,5025,19,1,1,0
59,Marketing,5,6535,16,2,1,0
28,Marketing,1,7854,28,2,2,0
29,HR,5,8367,4,4,2,1
25,Sales,3,5890,19,4,3,1
28,Marketing,5,5757,23,1,4,0
36,Engineering,3,6773,15,4,2,1
51,Marketing,2,11572,1,1,3,0
47,Finance,2,9652,16,1,3,0
49,Sales,4,4528,15,4,1,0
45,HR,3,7571,16,2,4,1
48,Sales,2,8049,22,1,3,0
49,Finance,5,3848,20,2,1,0
56,Finance,1,7127,1,2,3,0
56,Finance,1,10351,17,1,4,1
29,Finance,3,8866,5,3,3,1
40,Engineering,4,8869,5,1,3,0
57,HR,5,5121,26,3,2,0
45,Finance,3,7681,7,1,2,0
33,Finance,1,3472,13,1,1,0
30,Marketing,3,4787,12,2,3,0
59,HR,5,3113,4,2,1,0
46,Sales,2,9473,25,4,4,1
29,HR,5,11530,4,2,1,0
47,HR,2,5285,23,2,3,0
41,HR,2,4196,21,2,2,0
36,Finance,2,3078,21,2,2,0
47,Finance,3,7559,6,4,1,1
40,Engineering,1,9017,24,2,2,0
27,Sales,3,5652,15,3,3,1
54,Marketing,1,7318,21,3,3,1
46,HR,5,8385,19,4,4,1
33,Sales,4,10054,6,2,2,0
53,Sales,5,3827,12,3,2,0
47,Engineering,3,7923,14,1,4,1
37,Marketing,3,6385,18,3,1,0
56,HR,1,9056,28,2,4,1
47,Marketing,3,4965,12,3,2,0
41,Engineering,2,5427,24,1,1,0
45,Finance,3,5841,24,3,3,1
26,Sales,1,11805,15,2,3,1
30,HR,1,11754,19,1,4,1
42,Finance,2,9563,28,4,3,1
54,Engineering,1,8840,8,1,2,0
46,Marketing,4,10810,9,3,4,1
57,Sales,5,9064,5,4,2,1
54,HR,3,10144,5,1,2,0
41,Finance,4,7352,6,1,1,0
56,Finance,3,3184,23,1,1,0
38,Sales,4,8809,3,2,1,0
34,Marketing,3,7065,5,4,3,1
58,Engineering,2,10181,1,4,1,1
33,Marketing,1,11437,11,1,2,0
52,Marketing,1,10504,26,4,4,1
35,Marketing,2,10426,21,3,4,1
38,Sales,4,5087,20,3,2,0
43,Sales,5,3600,1,1,3,0
39,Engineering,4,10804,7,3,4,1
52,Marketing,1,8537,15,1,2,0
48,Sales,5,6033,17,3,2,1
32,Engineering,3,5056,29,1,2,0
33,Engineering,5,11724,8,1,4,1
57,Marketing,4,8084,26,4,4,1
57,HR,2,5042,28,4,1,0
43,Marketing,3,10960,2,1,1,0
27,HR,4,3357,26,4,2,1
34,Engineering,3,3377,13,4,2,1
25,Sales,5,7488,12,2,2,0
53,Finance,1,7797,5,3,2,0
58,Engineering,4,6307,13,4,4,1
37,Sales,2,5596,6,1,1,0
25,Engineering,5,3783,25,2,3,0
58,Marketing,4,8924,15,2,2,0
53,HR,2,5379,23,4,1,0
37,Engineering,4,10831,22,1,2,0
53,Sales,5,8267,21,1,4,1
48,Marketing,4,10638,22,1,3,0
50,Finance,3,5538,11,1,1,0
41,Marketing,5,3861,4,1,1,0
31,HR,4,4876,1,3,3,1
37,Marketing,1,6526,15,1,4,0
29,Finance,4,4622,12,1,3,0
50,Sales,3,8518,9,3,1,0
27,Engineering,2,5657,11,4,3,1
31,HR,2,4932,5,2,4,1
25,Finance,2,11699,24,3,4,1
41,HR,1,6478,7,2,2,0
49,Marketing,3,5656,8,2,3,0
27,HR,5,3289,1,3,3,1
39,Finance,2,10011,25,1,1,0
53,Engineering,3,8858,1,2,4,1
56,Engineering,4,10323,3,1,3,0
50,HR,1,5829,8,4,1,0
40,Sales,3,8962,28,3,2,0
49,HR,3,7812,11,2,3,1
52,Marketing,5,10264,1,1,3,0
33,Engineering,3,11758,14,2,1,0
25,Engineering,5,4473,1,4,1,1
53,Engineering,1,4987,6,4,4,1
46,Sales,1,10673,21,2,4,1
40,Sales,4,6260,27,3,4,1
31,Finance,5,10490,6,4,3,1
38,HR,5,9739,3,1,1,0
53,HR,2,6251,10,4,4,1
43,Marketing,2,8905,12,1,3,0
43,Engineering,4,8300,10,2,4,1
26,Sales,1,8054,22,1,2,0
39,Marketing,2,4716,2,2,3,0
27,Marketing,3,4310,24,4,4,1
35,Sales,1,3617,28,3,4,1
54,HR,3,7257,22,4,2,1
42,Engineering,5,9099,13,4,2,1
26,HR,1,3468,16,4,4,1
56,Marketing,4,8905,13,4,4,1
32,Engineering,5,4139,4,3,1,0
46,Finance,5,11728,4,4,4,1
30,Marketing,3,3951,11,1,4,0
36,HR,5,11012,23,3,1,0
39,HR,2,6006,14,3,1,0
52,HR,1,9075,3,1,4,1
42,Sales,2,10890,27,2,1,0
26,Marketing,3,8952,19,4,3,1
37,Engineering,3,10077,22,3,2,1
39,HR,1,4971,25,4,3,1
44,HR,5,4191,1,4,2,1
53,Sales,4,6920,5,1,2,0
53,Engineering,3,10765,17,1,4,1
27,Marketing,1,9193,1,1,2,0
43,Finance,4,6046,19,4,3,1
27,Sales,5,3304,19,3,4,1
38,Marketing,3,9339,4,3,1,0
28,Finance,1,11043,19,2,3,1
35,HR,1,7908,6,4,4,1
55,HR,1,5804,28,2,2,0
56,Engineering,3,6936,15,2,3,0
51,Finance,4,3712,4,2,2,0
54,HR,1,9848,24,2,4,1
26,HR,5,11366,1,2,4,1
33,Engineering,1,6205,24,4,1,0
52,Marketing,4,8185,27,1,1,0
55,HR,3,9506,17,2,3,1
58,Sales,1,4772,11,3,1,0
39,Sales,1,4074,17,4,2,1
49,Marketing,5,8447,23,2,2,0
32,Finance,5,11783,1,3,1,0
33,Engineering,1,8264,9,2,1,0
56,Sales,1,10322,14,1,1,0
41,Sales,5,9651,15,4,3,1
59,Marketing,4,5410,24,1,3,0
43,Finance,2,9441,29,3,2,0
53,Finance,2,11685,1,2,3,1
31,Marketing,1,11737,2,1,3,0
52,Sales,5,6956,18,1,4,1
33,Engineering,3,9553,18,2,2,0
52,Sales,3,9869,6,4,2,1
30,Finance,2,10531,20,3,1,0
53,Sales,4,6094,8,4,4,1
41,Engineering,2,5365,1,3,1,0
40,HR,1,9668,15,3,3,1
47,Sales,4,8000,10,1,2,0
55,Marketing,3,10920,4,2,3,1
27,HR,5,6347,10,4,3,1
45,Marketing,5,6675,11,1,4,1
50,Marketing,1,3952,5,1,4,0
